batter,stand,if_fielding_alignment,of_fielding_alignment,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,wOBA,wOBA_Denom,ISO,batter_name,if_fielding_depth,of_fielding_depth
670242,L,Infield shade,Standard,"Bachar,Lake","Fortes,Nick","Burger,Jake","Lopez,Otto","Norby,Connor","Edwards,Xavier","Stowers,Kyle","Hill,Derek","Sánchez,Jesús",0.0,1,0,"Wallner,Matt",0,1
679032,R,Standard,Standard,"Wesneski,Hayden","Amaya,Miguel","Bellinger,Cody","Hoerner,Nico","Paredes,Isaac","Swanson,Dansby","Happ,Ian","Crow-armstrong,Pete","Tauchman,Mike",0.9,1,0,"Rojas,Johan",1,1
702358,R,Standard,Standard,"Ragans,Cole","Fermin,Freddy","Pérez,Salvador","Hampson,Garrett","García,Maikel","Witt,Bobby","Pham,Tommy","Isbel,Kyle","Renfroe,Hunter",0.0,1,0,"Lipscomb,Trey",1,1
645444,R,Strategic,Standard,"Miller,Erik","Casali,Curt","Canha,Mark","Schmitt,Casey","Chapman,Matt","Fitzgerald,Tyler","Conforto,Michael","Mccray,Grant","Ramos,Heliot",1.25,1,1,"Herrera,José",0,1
670156,L,Standard,Standard,"Estévez,Carlos","Realmuto,J. t.","Harper,Bryce","Stott,Bryson","Bohm,Alec","Turner,Trea","Marsh,Brandon","Rojas,Johan","Castellanos,Nick",0.0,1,0,"Mastrobuoni,Miles",1,1
665953,R,Standard,Standard,"Imanaga,Shota","Amaya,Miguel","Busch,Michael","Mastrobuoni,Miles","Paredes,Isaac","Swanson,Dansby","Wisdom,Patrick","Crow-armstrong,Pete","Tauchman,Mike",1.25,1,1,"Chaparro,Andrés",1,1
642133,L,Standard,Standard,"Díaz,Alexis","Stephenson,Tyler","France,Ty","India,Jonathan","Espinal,Santiago","De la cruz,Elly","Benson,Will","Friedl,Tj","Fraley,Jake",0.0,1,0,"Tellez,Rowdy",1,1
670541,L,Infield shade,Standard,"Canning,Griffin","Thaiss,Matt","Drury,Brandon","López,Jack","Wagaman,Eric","Neto,Zach","Ward,Taylor","Moniak,Mickey","Campero,Gustavo",1.25,1,1,"Álvarez,Yordan",0,1
676116,L,Standard,Standard,"Hamilton,Ian","Wells,Austin","Rizzo,Anthony","Torres,Gleyber","Chisholm,Jazz","Volpe,Anthony","Domínguez,Jasson","Judge,Aaron","Soto,Juan",1.25,1,1,"Noda,Ryan",1,1
595978,R,Strategic,Standard,"Pallante,Andre","Pagés,Pedro","Goldschmidt,Paul","Donovan,Brendan","Arenado,Nolan","Winn,Masyn","Burleson,Alec","Nootbaar,Lars","Walker,Jordan",0.2,0,0,"Hedges,Austin",0,1
669288,L,Standard,Standard,"Brieske,Beau","Dingler,Dillon","Ibáñez,Andy","Mckinstry,Zach","Vierling,Matt","Sweeney,Trey","Greene,Riley","Meadows,Parker","Pérez,Wenceel",0.0,1,0,"Johnson,Daniel",1,1
670869,L,Strategic,Standard,"Brieske,Beau","Dingler,Dillon","Ibáñez,Andy","Mckinstry,Zach","Vierling,Matt","Sweeney,Trey","Greene,Riley","Meadows,Parker","Pérez,Wenceel",0.7,1,0,"Soto,Livan",0,1
650391,R,Strategic,Standard,"Guenther,Sean","Dingler,Dillon","Ibáñez,Andy","Keith,Colt","Vierling,Matt","Sweeney,Trey","Greene,Riley","Meadows,Parker","Pérez,Wenceel",0.0,1,0,"Jiménez,Eloy",0,1
676439,L,Standard,Standard,"Chivilli,Angel","Stallings,Jacob","Toglia,Michael","Rodgers,Brendan","Mcmahon,Ryan","Tovar,Ezequiel","Jones,Nolan","Hilliard,Sam","Cave,Jake",0.0,1,0,"Feduccia,Hunter",1,1
665506,R,Standard,Standard,"Fried,Max","D'arnaud,Travis","Olson,Matt","Albies,Ozzie","Urshela,Gio","Arcia,Orlando","Laureano,Ramón","Harris,Michael","Soler,Jorge",0.9,1,0,"Pache,Cristian",1,1
670276,L,Standard,Standard,"Garrett,Reed","Álvarez,Francisco","Alonso,Pete","Iglesias,Jose","Vientos,Mark","Acuña,Jose","Nimmo,Brandon","Bader,Harrison","Taylor,Tyrone",0.0,1,0,"Stevenson,Cal",1,1
691723,R,Standard,Standard,"Maeda,Kenta","Rogers,Jake","Torkelson,Spencer","Ibáñez,Andy","Mckinstry,Zach","Sweeney,Trey","Greene,Riley","Meadows,Parker","Vierling,Matt",0.0,1,0,"Mayo,Coby",1,1
646240,L,Infield shade,Standard,"Henriquez,Ronny","Vázquez,Christian","Santana,Carlos","Castro,Willi","Lee,Brooks","Correa,Carlos","Larnach,Trevor","Buxton,Byron","Wallner,Matt",0.0,1,0,"Devers,Rafael",0,1
682928,L,Standard,Standard,"Pearson,Nate","Bethancourt,Christian","Busch,Michael","Hoerner,Nico","Wisdom,Patrick","Swanson,Dansby","Happ,Ian","Crow-armstrong,Pete","Bellinger,Cody",0.7,1,0,"Abrams,Cj",1,1
682617,R,Standard,Standard,"Zerpa,Angel","Pérez,Salvador","Gurriel,Yuli","Massey,Michael","García,Maikel","Witt,Bobby","Melendez,Mj","Isbel,Kyle","Frazier,Adam",0.0,1,0,"Luciano,Marco",1,1
677956,R,Standard,Standard,"Hernández,Daysbel","D'arnaud,Travis","Olson,Matt","Biggio,Cavan","Urshela,Gio","Arcia,Orlando","Laureano,Ramón","Harris,Michael","White,Eli",0.0,1,0,"Hinds,Rece",1,1
594807,R,Infield shade,Standard,"Leibrandt,Brandon","Maile,Luke","France,Ty","Espinal,Santiago","Marte,Noelvi","De la cruz,Elly","Hinds,Rece","Dunn,Blake","Rosario,Amed",0.0,1,0,"Duvall,Adam",0,1
624415,L,Infield shade,Standard,"Leibrandt,Brandon","Maile,Luke","France,Ty","Espinal,Santiago","Marte,Noelvi","De la cruz,Elly","Hinds,Rece","Dunn,Blake","Rosario,Amed",0.9,1,0,"Biggio,Cavan",0,1
593160,R,Standard,Standard,"Leibrandt,Brandon","Maile,Luke","France,Ty","Espinal,Santiago","Marte,Noelvi","De la cruz,Elly","Hinds,Rece","Dunn,Blake","Rosario,Amed",0.9,1,0,"Merrifield,Whit",1,1
677941,R,Standard,Standard,"Hader,Josh","Caratini,Víctor","Singleton,Jon","Kessinger,Grae","Bregman,Alex","Peña,Jeremy","Heyward,Jason","Dubón,Mauricio","Tucker,Kyle",0.0,1,0,"Adams,Jordyn",1,1
608701,R,Infield shade,Standard,"Cleavinger,Garrett","Rortvedt,Ben","Aranda,Jonathan","Lowe,Brandon","Caballero,José","Walls,Taylor","Carlson,Dylan","Siri,José","Lowe,Josh",0.0,1,0,"Refsnyder,Rob",0,1
660162,R,Standard,Standard,"Quijada,José","O'hoppe,Logan","Schanuel,Nolan","Leblanc,Charles","Wagaman,Eric","Neto,Zach","Ward,Taylor","Adams,Jordyn","Campero,Gustavo",0.0,1,0,"Moncada,Yoán",1,1
641779,R,Standard,Standard,"De los santos,Enyel","Lee,Korey","Sheets,Gavin","Lopez,Nicky","Vargas,Miguel","Amaya,Jacob","Benintendi,Andrew","Deloach,Zach","Fletcher,Dominic",,,,"Leblanc,Charles",1,1
657193,L,Strategic,Standard,"Brzykcy,Zach","Millas,Drew","Yepez,Juan","Baker,Darren","Tena,José","Nuñez,Nasim","Wood,James","Young,Jacob","Crews,Dylan",0.0,1,0,"Alvarez,Eddy",0,1
668853,L,Infield shade,Standard,"Jansen,Kenley","Wong,Connor","Casas,Triston","Sogard,Nick","Devers,Rafael","Story,Trevor","O'neill,Tyler","Duran,Jarren","Abreu,Wilyer",0.7,1,0,"Shenton,Austin",0,1
673962,R,Infield shade,Standard,"Francis,Bowden","Kirk,Alejandro","Guerrero,Vladimir","Jimenez,Leo","Barger,Addison","Clement,Ernie","Schneider,Davis","Loperfido,Joey","Springer,George",0.0,1,0,"Jung,Josh",0,1
672284,L,Infield shade,Standard,"Díaz,Alexis","Stephenson,Tyler","France,Ty","India,Jonathan","Marte,Noelvi","De la cruz,Elly","Steer,Spencer","Friedl,Tj","Fraley,Jake",0.0,1,0,"Kelenic,Jarred",0,1
641645,L,Infield shade,Standard,"Chivilli,Angel","Stallings,Jacob","Toglia,Michael","Rodgers,Brendan","Mcmahon,Ryan","Tovar,Ezequiel","Jones,Nolan","Doyle,Brenton","Beck,Jordan",0.7,1,0,"Guillorme,Luis",0,1
572191,R,Standard,Standard,"Lynn,Lance","Pagés,Pedro","Goldschmidt,Paul","Saggese,Thomas","Arenado,Nolan","Winn,Masyn","Donovan,Brendan","Siani,Michael","Walker,Jordan",0.7,1,0,"Taylor,Michael",1,1
666182,R,Standard,Standard,"Robertson,David","Heim,Jonah","Lowe,Nathaniel","Semien,Marcus","Jung,Josh","Smith,Josh","Langford,Wyatt","Taveras,Leody","García,Adolis",0.9,1,0,"Bichette,Bo",1,1
680728,L,Strategic,Standard,"Koenig,Jared","Haase,Eric","Hoskins,Rhys","Turang,Brice","Ortiz,Joey","Adames,Willy","Chourio,Jackson","Perkins,Blake","Frelick,Sal",0.9,1,0,"Del castillo,Adrian",0,1
667452,R,Standard,Standard,"Ferguson,Tyler","Mccann,Kyle","Nevin,Tyler","Gelof,Zack","Schuemann,Max","Allen,Nick","Brown,Seth","Bleday,Jj","Butler,Lawrence",0.0,1,0,"Julks,Corey",1,1
661531,R,Standard,Standard,"Matz,Steven","Herrera,Iván","Burleson,Alec","Donovan,Brendan","Arenado,Nolan","Saggese,Thomas","Nootbaar,Lars","Siani,Michael","Walker,Jordan",0.0,1,0,"Serven,Brian",1,1
682073,R,Standard,Standard,"Ferrer,Jose","Ruiz,Keibert","Gallo,Joey","García,Luis","Tena,José","Nuñez,Nasim","Wood,James","Young,Jacob","Crews,Dylan",0.0,1,0,"Hensley,David",1,1
592325,L,Infield shade,Standard,"Anderson,Tyler","O'hoppe,Logan","Schanuel,Nolan","López,Jack","Wagaman,Eric","Neto,Zach","Ward,Taylor","Moniak,Mickey","Adams,Jordyn",0.0,1,0,"Gamel,Ben",0,1
605244,R,Standard,Standard,"Young,Alex","Álvarez,Francisco","Alonso,Pete","Alvarez,Eddy","Vientos,Mark","Iglesias,Jose","Nimmo,Brandon","Bader,Harrison","Taylor,Tyrone",0.7,1,0,"Garcia,Aramis",1,1
695238,L,Strategic,Strategic,"Fernandez,Ryan","Pagés,Pedro","Goldschmidt,Paul","Saggese,Thomas","Fermín,José","Winn,Masyn","Donovan,Brendan","Siani,Michael","Walker,Jordan",0.0,1,0,"Wagner,Will",0,0
671289,R,Standard,Standard,"Lovelady,Richard","Driscoll,Logan","Aranda,Jonathan","Caballero,José","Caminero,Junior","Walls,Taylor","Lowe,Josh","Siri,José","Deluca,Jonny",0.0,1,0,"Freeman,Tyler",1,1
669137,R,Standard,Standard,"Hader,Josh","Diaz,Yainer","Singleton,Jon","Dubón,Mauricio","Bregman,Alex","Peña,Jeremy","Álvarez,Yordan","Meyers,Jake","Heyward,Jason",0.0,1,0,"Alvarez,Armando",1,1
662139,L,Infield shade,Standard,"Stanek,Ryne","Álvarez,Francisco","Alonso,Pete","Alvarez,Eddy","Iglesias,Jose","Lindor,Francisco","Nimmo,Brandon","Taylor,Tyrone","Marte,Starling",0.7,1,0,"Varsho,Daulton",0,1
676801,R,Standard,Standard,"Sears,Jp","Langeliers,Shea","Noda,Ryan","Gelof,Zack","Schuemann,Max","Wilson,Jacob","Alvarez,Armando","Bleday,Jj","Brown,Seth",0.0,1,0,"Mccormick,Chas",1,1
669326,R,Standard,Standard,"López,Pablo","Jeffers,Ryan","Santana,Carlos","Julien,Edouard","Farmer,Kyle","Lee,Brooks","Larnach,Trevor","Keirsey,Dashawn","Wallner,Matt",0.9,1,0,"Teodosio,Bryce",1,1
621466,L,Infield shade,Standard,"Bassitt,Chris","Kirk,Alejandro","Guerrero,Vladimir","Schneider,Davis","Clement,Ernie","Jimenez,Leo","Loperfido,Joey","Varsho,Daulton","Springer,George",0.9,1,0,"Stewart,Dj",0,1
663897,R,Standard,Standard,"Rainey,Tanner","Ruiz,Keibert","Gallo,Joey","Baker,Darren","Tena,José","Nuñez,Nasim","Wood,James","Young,Jacob","Crews,Dylan",0.0,1,0,"Williams,Luke",1,1
675961,R,Standard,Standard,"Bachar,Lake","Fortes,Nick","Bride,Jonah","Lopez,Otto","Burger,Jake","Edwards,Xavier","Conine,Griffin","Stowers,Kyle","Sánchez,Jesús",0.0,1,0,"Williams,Alika",1,1
665155,L,Infield shade,Standard,"Littell,Zack","Rortvedt,Ben","Aranda,Jonathan","Morel,Christopher","Caballero,José","Walls,Taylor","Deluca,Jonny","Siri,José","Lowe,Josh",0.0,1,0,"Maton,Nick",0,1
668952,R,Standard,Standard,"Bielak,Brandon","Langeliers,Shea","Gray,Tristan","Gelof,Zack","Schuemann,Max","Wilson,Jacob","Brown,Seth","Bleday,Jj","Butler,Lawrence",0.0,1,0,"Kreidler,Ryan",1,1
656484,L,Standard,Standard,"Maeda,Kenta","Rogers,Jake","Torkelson,Spencer","Keith,Colt","Mckinstry,Zach","Sweeney,Trey","Greene,Riley","Meadows,Parker","Vierling,Matt",0.0,1,0,"Gray,Tristan",1,1
669200,R,Strategic,Standard,"Bivens,Spencer","Casali,Curt","Encarnacion,Jerar","Luciano,Marco","Chapman,Matt","Fitzgerald,Tyler","Ramos,Heliot","Mccray,Grant","Matos,Luis",0.0,1,0,"Mccoy,Mason",0,1
669134,R,Standard,Standard,"Webb,Logan","Bailey,Patrick","Canha,Mark","Wisely,Brett","Chapman,Matt","Fitzgerald,Tyler","Ramos,Heliot","Mccray,Grant","Yastrzemski,Mike",0.0,1,0,"Campusano,Luis",1,1
543685,R,Infield shade,Standard,"Robertson,David","Heim,Jonah","Lowe,Nathaniel","Semien,Marcus","Jung,Josh","Smith,Josh","Duran,Ezequiel","Langford,Wyatt","García,Adolis",0.7,1,0,"Rendon,Anthony",0,1
643446,L,Standard,Standard,"Williamson,Brandon","Stephenson,Tyler","France,Ty","India,Jonathan","Espinal,Santiago","De la cruz,Elly","Steer,Spencer","Friedl,Tj","Fraley,Jake",0.7,1,0,"Mcneil,Jeff",1,1
666176,R,Standard,Standard,"Garabito,Gerson","Kelly,Carson","Lowe,Nathaniel","Semien,Marcus","Jung,Josh","Duran,Ezequiel","Fabian,Sandro","Langford,Wyatt","García,Adolis",0.0,1,0,"Adell,Jo",1,1
641856,L,Standard,Standard,"Irvin,Jake","Ruiz,Keibert","Yepez,Juan","Vargas,Ildemaro","Tena,José","Nuñez,Nasim","Wood,James","Young,Jacob","Crews,Dylan",0.0,1,0,"Mckinney,Billy",1,1
678489,L,Strategic,Standard,"Doval,Camilo","Bailey,Patrick","Wade,Lamonte","Wisely,Brett","Chapman,Matt","Fitzgerald,Tyler","Conforto,Michael","Mccray,Grant","Yastrzemski,Mike",0.2,0,0,"Barrosa,Jorge",0,1
680779,R,Standard,Standard,"Pearson,Nate","Amaya,Miguel","Busch,Michael","Mastrobuoni,Miles","Vázquez,Luis","Swanson,Dansby","Wisdom,Patrick","Crow-armstrong,Pete","Tauchman,Mike",0.0,1,0,"Davis,Henry",1,1
668752,L,Infield shade,Standard,"Anderson,Grant","Heim,Jonah","Lowe,Nathaniel","Duran,Ezequiel","Jung,Josh","Smith,Josh","Langford,Wyatt","Taveras,Leody","Jankowski,Travis",0.9,1,0,"Ellis,Duke",0,1
681460,R,Standard,Standard,"Povich,Cade","Rutschman,Adley","O'hearn,Ryan","Holliday,Jackson","Rivera,Emmanuel","Henderson,Gunnar","Cowser,Colton","Mullins,Cedric","Santander,Anthony",0.0,1,0,"Baldwin,Brooks",1,1
676551,R,Standard,Standard,"Romero,Jojo","Pagés,Pedro","Goldschmidt,Paul","Donovan,Brendan","Arenado,Nolan","Winn,Masyn","Nootbaar,Lars","Siani,Michael","Walker,Jordan",0.0,1,0,"Hicklen,Brewer",1,1
518934,R,Standard,Standard,"Chafin,Andrew","Kelly,Carson","Lowe,Nathaniel","Semien,Marcus","Jung,Josh","Ornelas,Jonathan","Duran,Ezequiel","Langford,Wyatt","García,Adolis",0.0,1,0,"Lemahieu,Dj",1,1
608369,L,Strategic,Standard,"Hill,Tim","Wells,Austin","Rizzo,Anthony","Torres,Gleyber","Chisholm,Jazz","Volpe,Anthony","Verdugo,Alex","Judge,Aaron","Soto,Juan",0.9,1,0,"Seager,Corey",0,1
642086,L,Standard,Standard,"Wilson,Bryse","Sánchez,Gary","Monasterio,Andruw","Turang,Brice","Ortiz,Joey","Adames,Willy","Chourio,Jackson","Perkins,Blake","Frelick,Sal",0.0,1,0,"Smith,Dominic",1,1
596146,L,Infield shade,Standard,"Green,Chad","Serven,Brian","Horwitz,Spencer","Jimenez,Leo","De los santos,Luis","Clement,Ernie","Lukes,Nathan","Loperfido,Joey","Barger,Addison",0.0,1,0,"Kepler,Max",0,1
672701,L,Standard,Standard,"Miller,Erik","Bailey,Patrick","Canha,Mark","Wisely,Brett","Chapman,Matt","Fitzgerald,Tyler","Conforto,Michael","Mccray,Grant","Yastrzemski,Mike",0.9,1,0,"Devers,José",1,1
679845,R,Standard,Standard,"Kikuchi,Yusei","Caratini,Víctor","Dezenzo,Zach","Altuve,José","Dubón,Mauricio","Peña,Jeremy","Álvarez,Yordan","Meyers,Jake","Gamel,Ben",0.0,1,0,"Loftin,Nick",1,1
645305,R,Strategic,Standard,"Bivens,Spencer","Bailey,Patrick","Canha,Mark","Wisely,Brett","Chapman,Matt","Fitzgerald,Tyler","Ramos,Heliot","Yastrzemski,Mike","Encarnacion,Jerar",0.0,1,0,"Sánchez,Ali",0,1
694355,R,Infield shade,Standard,"Valdez,Framber","Diaz,Yainer","Caratini,Víctor","Altuve,José","Dubón,Mauricio","Peña,Jeremy","Gamel,Ben","Meyers,Jake","Heyward,Jason",0.0,1,0,"Gentry,Tyler",0,1
669369,R,Infield shade,Standard,"Cleavinger,Garrett","Jackson,Alex","Aranda,Jonathan","Caballero,José","Caminero,Junior","Walls,Taylor","Carlson,Dylan","Deluca,Jonny","Lowe,Josh",0.0,1,0,"Johnson,Bryce",0,1
656577,R,Standard,Standard,"Estrada,Jeremiah","Campusano,Luis","Cronenworth,Jake","Bogaerts,Xander","Solano,Donovan","Mccoy,Mason","Profar,Jurickson","Merrill,Jackson","Johnson,Bryce",0.7,1,0,"Jackson,Alex",1,1
686469,L,Infield shade,Standard,"Pressly,Ryan","Diaz,Yainer","Dezenzo,Zach","Altuve,José","Whitcomb,Shay","Peña,Jeremy","Dubón,Mauricio","Meyers,Jake","Gamel,Ben",0.0,1,0,"Pasquantino,Vinnie",0,1
642731,R,Standard,Standard,"Ashby,Aaron","Sánchez,Gary","Hoskins,Rhys","Turang,Brice","Ortiz,Joey","Adames,Willy","Chourio,Jackson","Perkins,Blake","Mitchell,Garrett",0.0,1,0,"Estrada,Thairo",1,1
666152,L,Standard,Standard,"Little,Brendon","Kirk,Alejandro","Guerrero,Vladimir","Wagner,Will","Barger,Addison","Clement,Ernie","Loperfido,Joey","Varsho,Daulton","Springer,George",0.9,1,0,"Hamilton,David",1,1
595284,L,Strategic,Standard,"Peralta,Freddy","Contreras,William","Hoskins,Rhys","Monasterio,Andruw","Ortiz,Joey","Adames,Willy","Chourio,Jackson","Perkins,Blake","Frelick,Sal",0.0,1,0,"Knapp,Andrew",0,1
678225,L,Standard,Standard,"Miller,Tyson","Amaya,Miguel","Busch,Michael","Hoerner,Nico","Paredes,Isaac","Vázquez,Luis","Tauchman,Mike","Crow-armstrong,Pete","Bellinger,Cody",0.0,1,0,"Bae,Ji hwan",1,1
686527,L,Infield shade,Standard,"Pepiot,Ryan","Rortvedt,Ben","Lowe,Brandon","Morel,Christopher","Caballero,José","Walls,Taylor","Carlson,Dylan","Deluca,Jonny","Lowe,Josh",0.7,1,0,"Canzone,Dominic",0,1
575929,R,Standard,Standard,"López,Pablo","Vázquez,Christian","Miranda,José","Julien,Edouard","Lewis,Royce","Castro,Willi","Larnach,Trevor","Martin,Austin","Kepler,Max",0.7,1,0,"Contreras,Willson",1,1
647351,L,Strategic,Standard,"Wilson,Bryse","Contreras,William","Bauers,Jake","Turang,Brice","Ortiz,Joey","Adames,Willy","Chourio,Jackson","Perkins,Blake","Mitchell,Garrett",0.0,1,0,"Toro,Abraham",0,1
609280,R,Standard,Standard,"Payamps,Joel","Contreras,William","Bauers,Jake","Turang,Brice","Ortiz,Joey","Adames,Willy","Chourio,Jackson","Perkins,Blake","Mitchell,Garrett",0.0,1,0,"Andújar,Miguel",1,1
669743,R,Standard,Standard,"Sale,Chris","Murphy,Sean","Olson,Matt","Merrifield,Whit","Urshela,Gio","Arcia,Orlando","Laureano,Ramón","Harris,Michael","Soler,Jorge",0.0,1,0,"Call,Alex",1,1
542963,L,Standard,Standard,"Brasier,Ryan","Smith,Will","Freeman,Freddie","Lux,Gavin","Hernández,Enrique","Rojas,Miguel","Hernández,Teoscar","Edman,Tommy","Betts,Mookie",0.0,1,0,"Brantly,Rob",1,1
656413,R,Standard,Standard,"Chapman,Aroldis","Bart,Joey","Tellez,Rowdy","Kiner-falefa,Isiah","Triolo,Jared","Cruz,Oneil","Mckinney,Billy","Bae,Ji hwan","De la cruz,Bryan",0.0,1,0,"Fairchild,Stuart",1,1
623520,R,Standard,Standard,"Guenther,Sean","Dingler,Dillon","Torkelson,Spencer","Keith,Colt","Jung,Jace","Báez,Javier","Ibáñez,Andy","Vierling,Matt","Carpenter,Kerry",0.0,1,0,"Bote,David",1,1
595879,R,Standard,Standard,"Roberts,Ethan","Amaya,Miguel","Busch,Michael","Hoerner,Nico","Paredes,Isaac","Swanson,Dansby","Happ,Ian","Crow-armstrong,Pete","Bellinger,Cody",0.9,1,0,"Báez,Javier",1,1
670224,L,Standard,Standard,"Miller,Mason","Langeliers,Shea","Brown,Seth","Gelof,Zack","Hernaiz,Darell","Schuemann,Max","Andújar,Miguel","Cameron,Daz","Butler,Lawrence",0.9,1,0,"Misner,Kameron",1,1
663550,L,Standard,Standard,"Martin,Chris","Wong,Connor","Casas,Triston","Hamilton,David","Devers,Rafael","Rafaela,Ceddanne","Refsnyder,Rob","Duran,Jarren","Abreu,Wilyer",0.0,1,0,"Cabbage,Trey",1,1
672724,R,Standard,Standard,"Morgan,Eli","Hedges,Austin","Fry,David","Giménez,Andrés","Freeman,Tyler","Rocchio,Brayan","Brennan,Will","Thomas,Lane","Noel,Jhonkensy",0.0,1,0,"Peraza,Oswald",1,1
672012,L,Standard,Standard,"Fernandez,Ryan","Contreras,Willson","Goldschmidt,Paul","Donovan,Brendan","Arenado,Nolan","Winn,Masyn","Pham,Tommy","Nootbaar,Lars","Burleson,Alec",0.0,1,0,"Black,Tyler",1,1
669357,L,Strategic,Standard,"Williams,Devin","Contreras,William","Hoskins,Rhys","Turang,Brice","Ortiz,Joey","Adames,Willy","Chourio,Jackson","Mitchell,Garrett","Frelick,Sal",0.0,1,0,"Gorman,Nolan",0,1
656180,R,Strategic,Standard,"Gomber,Austin","Romo,Drew","Toglia,Michael","Rodgers,Brendan","Mcmahon,Ryan","Tovar,Ezequiel","Jones,Nolan","Doyle,Brenton","Beck,Jordan",0.0,1,0,"Adams,Riley",0,1
669222,R,Strategic,Standard,"Harrison,Kyle","Casali,Curt","Wade,Lamonte","Estrada,Thairo","Chapman,Matt","Fitzgerald,Tyler","Conforto,Michael","Mccray,Grant","Yastrzemski,Mike",0.0,1,0,"Senzel,Nick",0,1
600869,L,Infield shade,Standard,"Swanson,Erik","Kirk,Alejandro","Horwitz,Spencer","Wagner,Will","Barger,Addison","Clement,Ernie","Schneider,Davis","Varsho,Daulton","Springer,George",0.0,1,0,"Candelario,Jeimer",0,1
673490,R,Strategic,Standard,"Blalock,Bradley","Stallings,Jacob","Toglia,Michael","Rodgers,Brendan","Mcmahon,Ryan","Schunk,Aaron","Beck,Jordan","Doyle,Brenton","Hilliard,Sam",0.9,1,0,"Kim,Ha-seong",0,1
694175,R,Standard,Standard,"Anderson,Justin","Lee,Korey","Vaughn,Andrew","Sosa,Lenyn","Vargas,Miguel","Lopez,Nicky","Julks,Corey","Robert,Luis","Fletcher,Dominic",0.0,1,0,"León,Pedro",1,1
663586,R,Standard,Standard,"Kochanowicz,Jack","Thaiss,Matt","Schanuel,Nolan","Stefanic,Michael","Drury,Brandon","Neto,Zach","Ward,Taylor","Moniak,Mickey","Adell,Jo",0.7,1,0,"Riley,Austin",1,1
663905,L,Standard,Standard,"Banks,Tanner","Stubbs,Garrett","Bohm,Alec","Stott,Bryson","Sosa,Edmundo","Turner,Trea","Marsh,Brandon","Stevenson,Cal","Castellanos,Nick",0.9,1,0,"Blankenhorn,Travis",1,1
677942,R,Infield shade,Standard,"Uceta,Edwin","Jackson,Alex","Caminero,Junior","Morel,Christopher","Caballero,José","Walls,Taylor","Carlson,Dylan","Siri,José","Deluca,Jonny",0.0,1,0,"Alexander,Blaze",0,1
663647,R,Standard,Standard,"Taylor,Troy","Garver,Mitch","Turner,Justin","Polanco,Jorge","Moore,Dylan","Rivas,Leo","Arozarena,Randy","Robles,Víctor","Raley,Luke",0.0,1,0,"Hayes,Ke'bryan",1,1
676632,L,Infield shade,Standard,"Kahnle,Tommy","Trevino,Jose","Lemahieu,Dj","Torres,Gleyber","Peraza,Oswald","Volpe,Anthony","Verdugo,Alex","Judge,Aaron","Soto,Juan",0.0,1,0,"Madris,Bligh",0,1
668731,L,Infield shade,Standard,"García,Yimi","Raleigh,Cal","Raley,Luke","Polanco,Jorge","Rojas,Josh","Moore,Dylan","Arozarena,Randy","Robles,Víctor","Canzone,Dominic",0.0,1,0,"Baddoo,Akil",0,1
641432,L,Standard,Standard,"Nance,Tommy","Kirk,Alejandro","Guerrero,Vladimir","Jimenez,Leo","Barger,Addison","Clement,Ernie","Schneider,Davis","Varsho,Daulton","Springer,George",0.7,1,0,"Calhoun,Willie",1,1
678554,R,Standard,Standard,"Scott,Tayler","Diaz,Yainer","Singleton,Jon","Altuve,José","Bregman,Alex","Peña,Jeremy","Mccormick,Chas","Meyers,Jake","León,Pedro",0.9,1,0,"Mead,Curtis",1,1
592178,R,Standard,Standard,"Iglesias,Raisel","Murphy,Sean","Olson,Matt","Merrifield,Whit","Riley,Austin","Arcia,Orlando","Kelenic,Jarred","White,Eli","Duvall,Adam",0.0,1,0,"Bryant,Kris",1,1
543063,L,Standard,Standard,"Erceg,Lucas","Fermin,Freddy","Pérez,Salvador","García,Maikel","Dejong,Paul","Witt,Bobby","Melendez,Mj","Isbel,Kyle","Blanco,Dairon",0.0,1,0,"Crawford,Brandon",1,1
665966,R,Standard,Standard,"Garabito,Gerson","Kelly,Carson","Lowe,Nathaniel","Semien,Marcus","Smith,Josh","Seager,Corey","Langford,Wyatt","Taveras,Leody","García,Adolis",0.0,1,0,"Narvaez,Carlos",1,1
668723,R,Strategic,Standard,"Webb,Logan","Bailey,Patrick","Canha,Mark","Wisely,Brett","Chapman,Matt","Fitzgerald,Tyler","Conforto,Michael","Ramos,Heliot","Yastrzemski,Mike",0.0,1,0,"Vilade,Ryan",0,1
669208,R,Standard,Standard,"Young,Alex","Álvarez,Francisco","Alonso,Pete","Mcneil,Jeff","Vientos,Mark","Lindor,Francisco","Nimmo,Brandon","Bader,Harrison","Winker,Jesse",0.0,1,0,"Bliss,Ryan",1,1
623912,R,Standard,Standard,"Soriano,José","O'hoppe,Logan","Drury,Brandon","Stefanic,Michael","Rendon,Anthony","Neto,Zach","Ward,Taylor","Pillar,Kevin","Adell,Jo",0.0,1,0,"Ramírez,Harold",1,1
656883,R,Standard,Standard,"Barnes,Jacob","Ruiz,Keibert","Yepez,Juan","García,Luis","Vargas,Ildemaro","Abrams,Cj","Wood,James","Young,Jacob","Call,Alex",0.7,1,0,"Reetz,Jakson",1,1
